alcohol	chlorides	citric acid	density	fixed acidity	free sulfur dioxide	pH	quality	residual sugar	sulphates	total sulfur dioxide	type	volatile acidity
10.4	0.082	0.12	0.99865	9.6	30	3.3	6	2.9	0.64	74	0	0.77
9.7	0.09	0.26	0.99975	9.3	25	3.24	5	3.4	0.62	87	0	0.61
9.3	0.079	0.05	0.99735	7.8	6	3.29	5	2.3	0.63	18	0	0.62
9.4	0.066	0.28	0.9973	8	21	3.22	6	3.2	0.54	114	0	0.58
11.7	0.078	0.01	0.9963	7.9	17	3.34	7	2.5	0.74	38	0	0.65
11.5	0.103	0.58	1.0008	12.4	28	3.16	6	3	1	99	0	0.49
9.8	0.118	0.47	0.9982	10.9	6	3.3	6	1.8	0.75	14	0	0.39
12	0.093	0.67	0.9986	13.8	6	3.02	6	3	0.93	15	0	0.49
9.4	0.093	0	0.9994	9.1	11	3.36	6	2.6	0.86	28	0	0.785
9.8	0.088	0.66	1.001	12.6	10	3.17	6	2.6	0.68	41	0	0.38
9.4	0.099	0.23	0.9973	8.2	14	3.19	5	2	0.7	81	0	0.7
11.8	0.107	0.5	0.9979	10	7	3.26	6	3.4	0.93	21	0	0.42
10	0.083	0.66	1.0022	12.8	7	3.07	7	5.8	0.73	42	0	0.615
9	0.076	0.61	1	10.4	11	3.16	5	2.6	0.69	24	0	0.575
10.6	0.067	0.48	0.9967	9.1	26	3.32	6	1.8	1.04	46	0	0.28
11	0.078	0.5	1.0003	11.5	19	3.26	6	3	1.11	47	0	0.45
9.4	0.08	0.42	0.9974	8.3	11	3.21	6	2	0.8	27	0	0.26
9.2	0.088	0.26	0.9981	7.8	23	3.43	6	1.9	0.74	53	0	0.46
10	0.096	0.31	0.9982	9.6	16	3.19	7	2.5	0.7	49	0	0.38
11.3	0.174	0.58	0.997	10.4	6	3.19	6	3.7	0.7	16	0	0.34
11.7	0.111	0.64	0.997	10.6	6	3.26	6	2.2	0.66	20	0	0.48
11.8	0.089	0.33	0.9972	9.5	35	3.28	7	2.4	0.73	67	0	0.56
9.2	0.074	0.35	0.9974	7.8	21	3.25	5	2.2	0.56	66	0	0.55
12.8	0.078	0.69	0.9958	11.9	12	3	6	2.3	0.65	24	0	0.37
10.2	0.06	0.3	0.9958	8	38	3.26	6	2	0.56	62	0	0.67
11.3	0.068	0.65	0.9988	11.9	7	3.06	6	2.15	0.68	27	0	0.4
10.1	0.079	0.1	0.9986	9.5	6	3.23	6	2.1	0.56	31	0	0.735
10.8	0.095	0.69	0.9994	11.9	17	3.1	6	2.8	0.61	35	0	0.39
10.8	0.095	0.69	0.9994	11.9	17	3.1	6	2.8	0.61	35	0	0.39
11.3	0.083	0.52	0.9976	9.2	14	3.35	6	2.3	0.61	23	0	0.43
9.7	0.098	0.4	1.0006	10	10	3.48	5	2.9	0.91	26	0	0.29
9.2	0.09	0.69	1	11.4	6	3.17	6	2.1	0.62	21	0	0.36
9.8	0.07	0.02	0.9952	8.7	36	3.2	5	1.2	0.58	48	0	0.82
10.4	0.083	0.55	0.9995	12.5	25	3.15	6	2.6	0.82	68	0	0.37
10.6	0.062	0.55	0.9971	9.9	5	3.26	5	2.1	0.79	14	0	0.35
9.4	0.08	0.51	0.9982	10.5	10	3.2	6	1.7	0.89	24	0	0.28
9.2	0.069	0.39	1.0026	10.6	6	3.12	5	15.5	0.66	23	0	0.28
11.7	0.08	0.56	0.9964	9.4	6	3.15	8	2.8	0.92	17	0	0.3
9.4	0.152	0.59	0.9986	10.6	6	3.04	5	2.2	1.05	18	0	0.36
10	0.054	0.39	0.9976	10.2	6	3.17	5	1.9	0.47	17	0	0.67
10	0.053	0.36	0.9982	10.2	5	3.17	6	1.8	0.42	14	0	0.645
12.1	0.051	0.23	0.9952	6.5	28	3.44	6	8.3	0.55	91	0	0.39
10.2	0.09	0.31	0.9994	10	26	3.18	6	2.2	0.63	62	0	0.59
10.2	0.09	0.31	0.9994	10	26	3.18	6	2.2	0.63	62	0	0.59
11.8	0.107	0.64	0.9973	10.5	6	3.09	7	2.4	0.66	15	0	0.51
9.8	0.099	0.49	0.9979	8.2	47	3.38	5	2.3	0.99	133	0	0.39
9.4	0.085	0.49	0.9978	9.3	38	3.22	5	2.5	0.55	142	0	0.4
10.3	0.098	0.49	1.0004	11.9	12	3.16	5	2.7	0.61	42	0	0.38
10.3	0.098	0.49	1.0004	11.9	12	3.16	5	2.7	0.61	42	0	0.38
12.8	0.072	0.24	0.9956	10.3	15	3.22	6	2.1	0.66	33	0	0.27
12	0.066	0.49	1.0014	12.9	5	3.2	7	5.8	0.66	35	0	0.35
9.1	0.094	0.49	0.9982	9.1	38	3.08	5	2.6	0.59	106	0	0.47
10.7	0.067	0.49	0.9987	10.6	6	3.26	6	2.5	0.86	21	0	0.31
10	0.092	0.24	0.998	9.4	14	3.19	6	2.8	0.73	45	0	0.43
11.1	0.095	0.49	1.00315	15.5	10	2.92	5	4.2	0.74	23	0	0.645
9.2	0.078	0.49	0.9978	9	26	3.23	5	2.4	0.58	121	0	0.44
10.4	0.075	0.49	0.9978	10.2	10	3.14	5	2.4	0.61	28	0	0.24
9.6	0.089	0.49	1.0002	12.3	5	3.19	5	2.2	0.44	14	0	0.5
9.2	0.083	0.49	1	11.7	5	3.19	5	2.2	0.43	15	0	0.49
9.9	0.074	0.49	0.9976	12	10	2.98	7	1.9	0.66	21	0	0.28
9.7	0.084	0.49	0.9987	9	21	3.35	5	2.6	0.57	75	0	0.45
9.7	0.084	0.49	0.9987	9	21	3.35	5	2.6	0.57	75	0	0.45
9.5	0.096	0.17	0.9978	7.9	20	3.4	5	2.6	0.53	38	0	0.72
9.8	0.078	0.18	0.9967	8.5	5	3.2	6	2.1	0.48	30	0	0.585
9.3	0.081	0	0.9975	7.7	6	3.3	5	2.6	0.52	14	0	0.835
9.8	0.079	0.51	0.9982	11.5	14	3.03	6	2.2	0.93	28	0	0.31
10.2	0.122	0.5	1.0006	11.4	4	3.13	5	2.7	0.7	17	0	0.46
9.3	0.097	0.26	0.9976	8.7	7	3.27	6	2.5	0.6	31	0	0.54
9.5	0.073	0.21	0.9964	7.9	46	3.27	5	1.9	0.58	102	0	0.35
10.2	0.143	0.12	0.9964	7.7	7	3.35	7	2.2	0.65	23	0	0.915
9.5	0.071	0.44	0.9992	9.5	21	3.46	5	2.3	0.63	68	0	0.59
9.5	0.071	0.44	0.9992	9.5	21	3.46	5	2.3	0.63	68	0	0.59
11	0.07	0.01	0.9967	8.3	5	3.32	4	2.2	0.58	14	0	0.845
12	0.079	0.59	0.9976	9.4	9	3.12	6	2.8	0.54	30	0	0.33
9.5	0.074	0.47	0.9979	8.6	7	3.08	5	2.4	0.46	29	0	0.47
9.6	0.074	0.07	0.9973	7.2	5	3.32	6	1.4	0.81	20	0	0.52
9.6	0.074	0.07	0.9973	7.2	5	3.32	6	1.4	0.81	20	0	0.52
9.5	0.222	0.36	0.998	8.3	6	3.18	6	1.8	0.6	16	0	0.49
10.2	0.064	0.39	0.9984	9.3	12	3.26	5	2.2	0.65	31	0	0.41
9.3	0.084	0.41	0.9984	10.8	7	3.08	6	2.2	0.67	17	0	0.4
9.6	0.06	0.45	0.9972	10.8	20	3.13	5	3.3	0.54	49	0	0.26
10.2	0.094	0.23	0.9962	8	16	3.21	6	2.2	0.49	29	0	0.45
9.4	0.157	0.48	0.9976	8.1	5	3.3	5	1.8	1.05	17	0	0.38
10.1	0.076	0.43	0.9984	10.6	26	3.08	6	2.9	0.57	88	0	1.02
9.7	0.078	0.04	0.998	9.1	4	3.29	4	1.6	0.54	14	0	0.765
9.5	0.093	0.34	0.9998	8.9	16	3.38	5	3	0.61	112	0	0.565
9.5	0.067	0.02	0.997	6.4	4	3.46	5	1.8	0.68	11	0	0.57
12.7	0.071	0.03	0.995	6.4	27	3.61	6	3.2	0.49	58	0	0.865
9.6	0.387	0.66	0.9982	9.5	12	3.17	5	2.3	0.67	37	0	0.55
9.3	0.075	0.2	0.9987	7.7	9	3.48	5	2	0.62	39	0	0.56
9.5	0.112	0.1	0.9963	7.7	11	3.26	5	2.1	0.5	22	0	0.965
9.3	0.093	0	1.0002	8.2	19	3.5	6	2.5	0.65	58	0	0.59
9.5	0.089	0.1	0.99803	8.3	17	3.29	5	2.9	0.55	40	0	0.65
9.8	0.084	0	0.99656	8.1	10	3.25	5	2.2	0.5	31	0	0.87
9.6	0.096	0.26	0.99738	9.3	5	3.25	5	2	0.42	35	0	0.655
9.5	0.103	0.32	0.99938	7.5	13	3.45	5	2.7	0.62	98	0	0.6
9.7	0.082	0.02	0.99744	7.1	24	3.55	6	2.3	0.53	94	0	0.59
10.5	0.079	0.3	0.99788	8.3	7	3.36	5	3.4	0.61	34	0	0.43
10.1	0.079	0.24	0.9991	10	19	3.18	6	2.2	0.56	58	0	0.56
9.7	0.082	0.43	0.99708	7.4	18	3.33	6	2.6	0.68	82	0	0.37
9.6	0.126	0.31	0.99746	8.7	24	3.1	5	2.5	0.74	64	0	0.46
10.7	0.082	0.34	0.9987	9.4	5	3.29	6	3.6	0.52	14	0	0.5
9.6	0.114	0.08	0.9971	7.7	14	3.24	6	2.5	0.66	46	0	0.56
12.5	0.041	0.39	0.99386	8.4	4	3.27	7	2	0.71	10	0	0.25
10.3	0.07	0.31	0.99693	7.6	4	3.22	6	2.8	0.55	15	0	0.48
10.9	0.072	0.55	1.00012	12.9	7	3.09	6	2.8	0.68	24	0	0.5
11.4	0.102	0.24	0.99462	6.9	4	3.44	4	2.1	0.58	7	0	0.39
9.8	0.076	0.13	0.9973	6.7	15	3.61	5	2	0.64	36	0	0.54
10.3	0.068	0.28	0.99682	7.1	6	3.24	5	2.8	0.53	16	0	0.48
11	0.05	0.34	0.9951	7.5	4	3.4	7	2.3	0.64	8	0	0.27
12.7	0.065	0.09	0.99417	7.8	34	3.46	8	2.3	0.74	45	0	0.57
11.1	0.071	0.08	0.99376	5.9	16	3.56	6	2.1	0.77	24	0	0.61
10.9	0.058	0.07	0.99632	7.5	5	3.38	4	2.5	0.55	9	0	0.685
9.9	0.145	0.42	0.99832	10.4	34	3.38	3	1.5	0.86	48	0	0.44
9.3	0.066	0.1	0.99655	7.6	27	3.39	5	1.5	0.51	55	0	0.665
9.4	0.088	0.35	0.9963	7.1	9	3.28	5	2	0.62	92	0	0.685
10.6	0.062	0.46	0.9959	9.9	26	3.18	6	1.7	0.83	42	0	0.25
9.8	0.081	0.21	0.99689	6.4	14	3.59	5	1.8	0.66	31	0	0.64
9.7	0.08	0.32	0.99801	8	26	3.22	5	2.5	1.07	122	0	0.42
11.2	0.074	0.22	0.99438	6.8	15	3.4	6	1.8	0.82	24	0	0.56
9.5	0.077	0.06	0.99746	7.2	15	3.51	5	2.7	0.54	85	0	0.62
11.8	0.104	0.46	0.99664	10.4	6	3.12	7	2.1	0.65	10	0	0.38
10.9	0.067	0	0.99517	7.1	7	3.4	4	2.2	0.58	14	0	0.47
11.4	0.068	0	0.99533	7.6	30	3.48	6	2.1	0.65	35	0	0.715
10.4	0.083	0.12	0.99836	9	8	3.33	6	2.4	0.65	28	0	0.8
9.3	0.112	0.34	1.00289	10.7	23	3.22	5	6.6	0.68	99	0	0.9
9.5	0.081	0.2	0.998	9.2	15	3.23	5	3	0.59	115	0	0.58
13.2	0.132	0.48	0.99577	9.3	3	3.23	6	3.8	0.57	11	0	0.38
12.2	0.065	0.44	0.99674	10	4	3.33	6	2.9	0.62	8	0	0.46
11.5	0.059	0.39	0.99331	7.3	7	3.29	6	1.2	0.52	11	0	0.305
11	0.161	0.19	0.99395	5.3	7	3.62	5	1.5	0.61	62	0	0.715
11	0.081	0.32	0.9964	8.4	32	3.3	6	2.2	0.72	79	0	0.36
11.8	0.072	0.12	0.99504	8.4	38	3.38	6	1.8	0.89	46	0	0.62
9.8	0.074	0.01	0.99748	7.4	13	3.48	5	2	0.65	38	0	0.61
9.5	0.078	0.29	0.9971	7.6	29	3.45	6	1.9	0.59	66	0	0.4
9.8	0.074	0.01	0.99748	7.4	13	3.48	5	2	0.65	38	0	0.61
11.8	0.06	0.38	0.99543	8.8	19	3.39	6	2.3	0.72	72	0	0.3
11.4	0.073	0.17	0.99425	6.2	7	3.61	5	1.6	0.54	11	0	0.46
12.1	0.052	0.48	0.99458	10.2	5	3.2	7	2.1	0.69	9	0	0.34
10.4	0.09	0.52	0.99648	8.5	9	3.36	5	1.9	0.67	23	0	0.21
11.3	0.111	0.52	0.99568	9	5	3.31	6	2.1	0.62	10	0	0.36
11.1	0.058	0.27	0.99518	8.5	18	3.16	6	1.9	0.85	38	0	0.47
9.3	0.078	0.14	0.99592	7.1	7	3.27	5	1.6	0.62	18	0	0.56
10.9	0.066	0.48	0.99724	10.4	6	3.33	6	1.9	0.87	10	0	0.26
9.4	0.083	0.3	0.997	7.2	35	3.44	5	2.1	0.52	72	0	0.41
11.4	0.066	0.39	0.9947	9.8	3	3.19	7	1.4	0.55	7	0	0.34
9.4	0.097	0.12	0.99596	7.7	19	3.16	5	1.7	0.49	27	0	0.39
9.4	0.092	0.45	0.99918	10	20	3.15	5	2.5	0.43	88	0	0.35
10.6	0.058	0.38	0.99676	9.9	31	3.26	7	1.5	0.82	47	0	0.35
12.8	0.067	0.32	0.9928	6.8	4	3.36	7	1.8	0.55	8	0	0.36
10.4	0.078	0.14	0.99636	7	10	3.53	5	1.8	0.61	23	0	0.5
10.5	0.062	0.09	0.99584	7	4	3.35	5	2.1	0.54	9	0	0.51
12.3	0.098	0.42	0.99506	8.2	3	3.27	6	2.3	0.55	9	0	0.32
10.1	0.075	0.21	0.99586	7.2	41	3.37	6	2.5	0.54	68	0	0.34
10.4	0.089	0.08	0.99592	7.5	14	3.3	6	2.6	0.59	27	0	0.57
12.5	0.082	0.34	0.99356	7.6	26	3.22	7	2.5	0.59	35	0	0.31
11.1	0.088	0.21	0.99692	8.9	21	3.33	6	2.2	0.83	39	0	0.5
9.8	0.079	0.19	0.99547	6.9	13	3.38	6	1.7	0.64	26	0	0.49
12.2	0.046	0.33	0.99294	6.4	12	3.36	6	3.3	0.62	53	0	0.39
10.8	0.084	0.36	0.99704	9.3	6	3.27	6	1.8	0.77	17	0	0.5
12.9	0.073	0.05	0.99258	5.6	19	3.56	5	2.4	0.55	25	0	0.605
12.5	0.071	0.5	0.99462	9.1	7	3.21	8	1.8	0.69	16	0	0.4
11.4	0.098	0.44	0.9956	8	6	3.3	6	1.9	0.64	15	0	0.38
10.9	0.06	0.53	0.99572	11.1	3	3.02	7	2.2	0.83	10	0	0.31
11.1	0.057	0.45	0.99498	9.3	19	3.18	7	1.5	0.89	37	0	0.33
11	0.08	0.65	0.99817	8.6	3	3.27	5	6.4	0.58	8	0	0.37
12.3	0.05	0.68	0.99316	7.9	37.5	3.01	7	8.3	0.51	278	0	0.3
11.8	0.047	0.56	0.99471	10.3	3	3.16	6	1.4	0.51	8	0	0.27
9.5	0.073	0.3	0.99685	7.2	31	3.42	6	1.8	0.59	70	0	0.38
9.9	0.095	0.54	0.99735	11.6	22	3.02	7	1.5	0.76	41	0	0.41
11.4	0.086	0.42	0.99546	7.9	8	3.35	6	2	0.6	19	0	0.34
10.8	0.117	0.09	0.99655	6.6	9	3.35	6	5.5	0.49	17	0	0.725
12.5	0.216	0.45	0.99358	8	5	3.15	7	2.1	0.81	16	0	0.31
11.7	0.068	0.41	0.99523	9.1	10	3.27	7	2	0.85	24	0	0.3
9.5	0.09	0.1	0.99855	8.1	4	3.36	5	3.3	0.49	13	0	0.78
11.3	0.091	0.07	0.99572	7	15	3.38	6	2.5	0.6	21	0	0.69
11.9	0.067	0.43	0.9946	8	22	3.38	6	1.7	0.6	50	0	0.25
11.4	0.043	0.11	0.99354	6.9	6	3.3	6	2.4	0.65	12	0	0.45
10	0.065	0.3	0.99672	7	16	3.61	6	1.8	0.82	20	0	0.22
10.1	0.066	0.23	0.99588	7.3	35	3.43	5	2.3	0.62	70	0	0.32
10.2	0.076	0.43	0.99551	8.8	12	3.21	6	1.4	0.75	21	0	0.45
10	0.078	0.24	0.99692	9	10	3.29	5	1.7	0.67	21	0	0.785
9.4	0.369	0.5	0.99634	8.5	15	3.01	5	1.9	1.1	38	0	0.44
10.9	0.08	0.23	0.99538	6.7	11	3.36	5	2.1	0.7	119	0	0.64
9.6	0.075	0.05	0.99616	8.8	5	3.3	4	1.8	0.44	19	0	0.955
10.8	0.166	0	0.99551	6.5	6	3.56	5	2.3	0.51	12	0	0.885
10.8	0.166	0	0.99551	6.4	6	3.56	5	2.3	0.51	12	0	0.885
9.5	0.114	0.12	0.99588	7	15	3.22	6	1.8	0.59	64	0	0.745
10.9	0.052	0.26	0.9951	7.7	19	3.15	6	2	0.79	77	0	0.26
9.3	0.076	0.15	0.9957	6.6	22	3.32	5	2.1	0.62	53	0	0.44
11.5	0.132	0.52	0.99734	10.9	17	3.28	6	1.8	0.77	44	0	0.32
9.6	0.078	0.22	0.99678	8.1	33	3.26	6	2.2	0.46	89	0	0.53
10.8	0.074	0.01	0.99621	7.8	48	3.38	5	2.6	0.62	90	0	0.815
9.8	0.079	0.39	0.99729	9.8	28	3.16	5	2.5	0.59	65	0	0.37
11	0.069	0.02	0.99358	6.1	26	3.47	5	2.4	0.45	46	0	0.64
11.3	0.123	0	0.99538	6.8	15	3.44	6	2.7	0.63	33	0	0.64
11.3	0.123	0	0.99538	6.8	15	3.44	6	2.7	0.63	33	0	0.64
11.4	0.068	0.5	0.996	10.4	13	3.1	6	2.3	0.87	19	0	0.43
9.5	0.079	0.31	0.99668	6.9	21	3.47	6	2	0.55	51	0	0.41
11.2	0.102	0.13	0.9944	7.8	17	3.24	6	2.1	0.53	36	0	0.58
9.5	0.075	0.22	0.99688	8	13	3.24	6	2.3	0.54	81	0	0.715
10.9	0.084	0	0.99619	7.9	9	3.33	6	2	0.68	22	0	0.765
10.5	0.09	0.5	0.99734	11.3	20	3.15	5	1.8	0.57	47	0	0.37
12.4	0.068	0.44	0.99328	7.1	17	3.35	6	2.5	0.54	31	0	0.16
9.7	0.084	0	0.99672	7.5	6	3.34	4	1.9	0.49	12	0	0.755
10.9	0.073	0.1	0.99638	8.2	25	3.29	6	2.1	0.75	60	0	0.635
9.5	0.093	0	0.99558	6.6	51	3.2	5	4.3	0.45	77.5	0	0.63
12.1	0.064	0.14	0.99323	7.2	15	3.35	6	2.1	0.61	29	0	0.53
12.2	0.063	0	0.99191	5.7	11	3.45	6	1.4	0.56	18	0	0.6
11.7	0.1	0.07	0.99598	6.7	20	3.6	6	2	0.74	57	0	0.86
11.2	0.081	0.44	0.99501	8	28	3.36	5	1.8	0.66	68	0	0.28
9.2	0.071	0.1	0.996	7	27	3.28	5	1.4	0.61	63	0	0.62
10.5	0.083	0.21	0.99532	8	14	3.34	5	1.9	0.47	41	0	1.18
10.1	0.086	0.21	0.99558	7	20	3.4	6	2.3	0.54	65	0	0.36
11.9	0.091	0.46	0.99638	9.9	10	3.18	6	2.2	0.69	41	0	0.44
10.1	0.094	0.34	0.99796	9.7	12	3.26	5	2.6	0.66	88	0	0.66
12.5	0.041	0	0.99258	5	16	4.01	6	1.2	0.59	46	0	0.74
10.6	0.077	0.24	0.9948	6.7	18	3.39	6	1.7	0.6	34	0	0.46
9.8	0.083	0.26	0.99616	7.4	17	3.29	6	2.1	0.56	91	0	0.6
9.5	0.057	0	0.99448	6	15	3.36	5	1.4	0.45	26	0	0.5
10.5	0.084	0.02	0.99538	7.5	13	3.36	6	1.7	0.54	31	0	0.51
10.3	0.086	0.03	0.9969	7.6	14	3.37	5	1.9	0.46	57	0	0.645
10.3	0.086	0.03	0.9969	7.6	14	3.37	5	1.9	0.46	57	0	0.645
10	0.077	0.03	0.99568	7.2	7	3.35	5	2.3	0.52	28	0	0.58
10.9	0.112	0.31	0.99699	9.2	11	3.24	5	2.3	0.56	38	0	0.54
10.1	0.093	0.14	0.99724	8.3	13	3.36	5	2.5	0.54	54	0	0.85
11.8	0.096	0.02	0.995	7.2	10	3.46	6	1.9	0.53	31	0	0.605
9.8	0.079	0.32	0.99656	8	16	3.27	6	2.1	0.5	74	0	0.77
11.6	0.153	0.56	0.99476	7.5	5	3.21	6	3.1	1.03	14	0	0.58
9.3	0.11	0.27	0.99664	7.7	34	3.24	5	3.8	0.45	89	0	0.75
9.8	0.267	0	0.99471	6.8	16	3.32	3	1.2	0.51	29	0	0.815
9.6	0.074	0.09	0.99534	6.8	4	3.38	5	1.8	0.45	25	0	0.83
9.5	0.107	0.15	0.99593	7.1	20	3.19	5	1.8	0.5	84	0	0.755
10.3	0.083	0.31	0.99718	6.6	7	3.35	5	6.1	0.68	49	0	0.64
9.55	0.09	0.1	0.99745	8.7	4	3.31	5	1.6	0.65	11	0	0.675
10.7	0.064	0	0.995	6	40	3.54	6	2.1	0.93	54	0	0.51
9.6	0.077	0.59	0.9994	10	3	3.2	5	2.2	0.78	15	0	0.32
11.3	0.049	0.4	0.996	7.9	38	3.33	5	2.2	0.93	67	0	0.18
9.56666666666667	0.094	0.19	0.99713	7.4	19	3.16	6	5.2	0.52	98	0	0.785
9.6	0.094	0.19	0.99713	7.4	19	3.16	6	5.2	0.52	98	0	0.785
9.7	0.08	0	0.99701	6.8	22	3.4	5	1.9	0.74	39	0	0.67
9.7	0.08	0.01	0.99683	6.9	40	3.4	5	1.9	0.73	54	0	0.58
11.3	0.062	0.32	0.9947	7.2	15	3.23	7	2	0.73	28	0	0.37
10.9	0.073	0.63	0.99974	11.7	7	3.21	6	2.2	0.69	23	0	0.45
9	0.074	0.33	0.99706	7.6	27	3.41	5	1.9	0.58	85	0	0.49
11.9	0.054	0.35	0.99458	7.9	7	3.32	7	1.7	0.8	15	0	0.2
10.4	0.054	0.09	0.99724	6.4	34	3.41	6	2.3	0.68	64	0	0.42
10.4	0.075	0.03	0.99545	6.8	14	3.36	6	2.3	0.58	31	0	0.64
10.8	0.076	0.01	0.99522	6.9	14	3.34	6	2.4	0.53	39	0	0.63
11	0.067	0.08	0.99648	6.7	19	3.52	4	2.3	0.57	32	0	1.04
13.5666666666667	0.048	0.11	0.99182	5.3	16	3.54	7	2.2	0.88	89	0	0.47
10.6	0.104	0.6	0.99828	8.2	10	3.39	5	3	0.68	22	0	0.28
10.3	0.114	0.54	0.99719	7.2	3	3.33	4	2.1	0.57	9	0	0.58
10.6	0.066	0.05	0.99496	6	9	3.52	5	1.9	0.78	17	0	0.64
12.4	0.039	0.49	0.99344	7.1	8	3.39	6	1.8	0.56	18	0	0.22
10.6	0.08	0.02	0.99492	7	15	3.35	6	1.9	0.81	28	0	0.43
11	0.077	0.39	0.99555	6.2	6	3.51	6	2.5	0.69	14	0	0.44
10.8	0.07	0.05	0.99562	6.8	6	3.51	6	2	0.66	14	0	0.81
11.1	0.062	0.4	0.9941	7.9	7	3.28	5	1.8	0.7	20	0	0.18
10.5	0.078	0.15	0.99294	6.4	17	3.33	6	1.8	0.6	65	0	0.56
10.3	0.063	0.06	0.99489	6.5	29	3.38	6	2	0.83	44	0	0.53
9.05	0.082	0.2	0.99585	6.9	9	3.39	4	1.9	0.43	23	0	0.48
10.8	0.071	0.07	0.9951	7.1	15	3.29	6	1.7	0.66	24	0	0.53
9.7	0.075	0.13	0.9959	7	15	3.36	6	2.2	0.59	35	0	0.55
10.75	0.064	0.02	0.99472	6.7	29	3.3	6	1.9	0.56	38	0	0.855
12.1	0.048	0.1	0.99306	6.3	12	3.55	5	1.6	0.51	26	0	0.6
9.4	0.083	0	0.99768	7.1	18	3.44	5	2.3	0.54	27	0	0.67
11.3	0.103	0.01	0.99586	6.3	32	3.51	6	3.7	0.66	54	0	0.68
9.4	0.08	0	0.99765	7.3	18	3.41	5	2.2	0.6	28	0	0.735
9.9	0.066	0.04	0.99636	6.6	12	3.53	5	2.2	0.56	20	0	0.88
9.9	0.08	0.26	0.99622	7.8	31	3.21	5	2	0.52	131	0	0.6
10.9	0.066	0.11	0.99483	5.8	18	3.55	6	1.8	0.66	28	0	0.61
11	0.076	0.13	0.99574	6.3	29	3.42	6	2.3	0.75	40	0	0.51
11.2	0.062	0.1	0.99512	5.9	39	3.52	6	2.2	0.76	51	0	0.55
11	0.076	0.13	0.99574	6.3	29	3.42	6	2.3	0.75	40	0	0.51
11	0.067	0.47	0.99549	6	18	3.39	6	3.6	0.66	42	0	0.31
10.1	0.05	0.4	0.9951	8.1	30	3.26	6	6.9	0.44	97	1	0.28
10.1	0.05	0.4	0.9951	8.1	30	3.26	6	6.9	0.44	97	1	0.28
8.8	0.045	0.36	1.001	7	45	3	6	20.7	0.45	170	1	0.27
12	0.033	0.41	0.9908	8.1	11	2.99	5	1.45	0.56	63	1	0.27
11.3	0.033	0.42	0.9917	7.4	17	3.12	6	1.1	0.53	171	1	0.34
12.8	0.029	0.48	0.9892	6.2	29	3.33	8	1.2	0.39	75	1	0.66
10	0.052	0.41	0.9951	6.6	16	3.42	6	1.3	0.47	142	1	0.27
10	0.052	0.35	0.993	6.9	35	3.45	6	1	0.44	146	1	0.24
11.6	0.047	0.48	0.9914	7.4	17	3.19	6	1.1	0.49	132	1	0.27
10.2	0.044	0.2	0.9962	5.8	22	3.37	5	14.95	0.37	179	1	0.27
12.8	0.08	0.43	0.9905	7.3	21	3.19	5	1.7	0.42	123	1	0.28
11.2	0.053	0.32	0.9906	7	38	3.13	6	1.2	0.28	138	1	0.33
9.4	0.173	0.39	0.9937	6.7	63	3.1	6	2.9	0.34	157	1	0.24
10	0.058	0.31	0.9931	7.4	38	3.16	7	1.4	0.53	167	1	0.18
9.8	0.069	0.26	0.9954	7	28	3.13	6	7.4	0.46	160	1	0.31
11.7	0.062	0.31	0.9917	7.2	31	3.35	6	1.6	0.44	173	1	0.19
11	0.068	0.29	0.9914	6.6	39	3.34	7	1.1	0.58	124	1	0.25
9.9	0.038	0.36	0.9926	7.4	44	3.36	6	1.2	0.34	111	1	0.2
8.9	0.048	0.26	0.9972	6	50	3.3	6	12.4	0.36	147	1	0.19
10.5	0.035	0.07	0.991	7	17	3.02	5	1.1	0.34	151	1	0.47
10	0.063	0.2	0.9946	7.1	47	3.17	5	6.1	0.42	164	1	0.34
8.7	0.045	0.61	0.9974	7.1	54	3.11	5	11.8	0.45	155	1	0.43
9.7	0.05	0.31	0.9972	6.8	69	3.22	6	13.3	0.48	202	1	0.25
8.7	0.044	0.63	0.9974	7.2	55	3.09	6	11	0.44	156	1	0.39
9	0.049	0.43	0.9957	6.1	65	3.12	5	7.5	0.47	243	1	0.27
11.5	0.04	0.32	0.9916	7.5	51	3.21	7	1.7	0.44	148	1	0.17
9.1	0.04	0.35	0.999	7.1	60	3.16	6	16.5	0.59	171	1	0.23
9.1	0.049	0.34	0.9968	6.7	29	3.22	5	9.2	0.51	150	1	0.41
10.2	0.046	0.04	0.9934	5.9	21	3.22	5	5.7	0.51	87	1	0.36
9.8	0.092	0.47	0.9928	6.4	40	3.21	6	1.6	0.36	158	1	0.13
10.5	0.033	0.23	0.994	7.4	29	3.14	5	7	0.42	126	1	0.39
10.7	0.027	0.4	0.992	8.2	36	3.12	6	1.2	0.38	121	1	0.23
9.4	0.054	0.3	0.994	6.9	23	2.99	6	4.1	0.38	116	1	0.25
10.4	0.048	0.41	0.9919	7.2	41	3.14	5	1.2	0.45	97	1	0.18
9.1	0.055	0.56	0.998	6.4	27	2.98	5	14.5	0.4	159	1	0.22
11	0.045	0.45	0.9917	7.9	17	3.13	6	1.5	0.39	96	1	0.19
12.6	0.044	0.47	0.991	7.2	19	3.03	4	5.1	0.41	65	1	0.32
8.7	0.048	0.4	1.001	6.8	48	2.93	5	22	0.5	167	1	0.28
9.6	0.05	0.4	0.9979	6.9	64	3.18	6	14	0.58	227	1	0.27
8.7	0.048	0.4	1.001	6.8	48	2.93	5	22	0.5	167	1	0.28
